Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.767","45,09%"
"GALICIA","MULLERES","204.298","54,91%"

"A.S. A CORUÑA E CEE","HOMES","37.097","44,8%"
"A.S. A CORUÑA E CEE","MULLERES","45.718","55,2%"
"A.S. FERROL","HOMES","12.079","44,49%"
"A.S. FERROL","MULLERES","15.071","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.745","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.335","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.253","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.607","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.086","45,33%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.021","54,67%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.103","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.254","54,29%"
"A.S. VIGO","HOMES","38.287","45,88%"
"A.S. VIGO","MULLERES","45.161","54,12%"
"SEN A.S. ASIGNADA","HOMES","117","47,18%"
"SEN A.S. ASIGNADA","MULLERES","131","52,82%"
