Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","51.461","46,51%"
"GALICIA","MULLERES","59.191","53,49%"

"A.S. A CORUÑA E CEE","HOMES","12.258","46,74%"
"A.S. A CORUÑA E CEE","MULLERES","13.966","53,26%"
"A.S. FERROL","HOMES","3.626","45,7%"
"A.S. FERROL","MULLERES","4.309","54,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.429","46,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.218","53,39%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.258","46,03%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.338","53,97%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.818","46,9%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.588","53,1%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.649","47,02%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.618","52,98%"
"A.S. VIGO","HOMES","10.423","46,17%"
"A.S. VIGO","MULLERES","12.154","53,83%"
