Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","23.728","45,61%"
"GALICIA","MULLERES","28.294","54,39%"

"A.S. A CORUÑA E CEE","HOMES","5.343","46,11%"
"A.S. A CORUÑA E CEE","MULLERES","6.245","53,89%"
"A.S. FERROL","HOMES","1.500","43,99%"
"A.S. FERROL","MULLERES","1.910","56,01%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.860","45,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.398","54,3%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.301","44,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.124","55,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.554","45,93%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.007","54,07%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.493","46,6%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.002","53,4%"
"A.S. VIGO","HOMES","4.677","45,47%"
"A.S. VIGO","MULLERES","5.608","54,53%"
