Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","20.960","45,69%"
"GALICIA","MULLERES","24.913","54,31%"

"A.S. A CORUÑA E CEE","HOMES","4.843","46,24%"
"A.S. A CORUÑA E CEE","MULLERES","5.631","53,76%"
"A.S. FERROL","HOMES","1.268","44,23%"
"A.S. FERROL","MULLERES","1.599","55,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.565","45,84%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.031","54,16%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.112","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.913","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.182","46,59%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.501","53,41%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.077","46,3%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.569","53,7%"
"A.S. VIGO","HOMES","3.913","45,6%"
"A.S. VIGO","MULLERES","4.669","54,4%"
