Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.993","45,12%"
"GALICIA","MULLERES","205.572","54,88%"

"A.S. A CORUÑA E CEE","HOMES","37.347","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.040","55,21%"
"A.S. FERROL","HOMES","12.208","44,55%"
"A.S. FERROL","MULLERES","15.192","55,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.943","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.564","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.362","44,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.703","55,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.199","45,37%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.119","54,63%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.309","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.433","54,23%"
"A.S. VIGO","HOMES","38.510","45,9%"
"A.S. VIGO","MULLERES","45.390","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
