Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","136.283","46,27%"
"GALICIA","MULLERES","158.254","53,73%"

"A.S. A CORUÑA E CEE","HOMES","29.575","46,33%"
"A.S. A CORUÑA E CEE","MULLERES","34.264","53,67%"
"A.S. FERROL","HOMES","8.810","46,14%"
"A.S. FERROL","MULLERES","10.282","53,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.784","45,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.600","54,35%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.202","45,4%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.484","54,6%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.011","46,4%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.496","53,6%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.167","46,51%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.893","53,49%"
"A.S. VIGO","HOMES","32.708","46,78%"
"A.S. VIGO","MULLERES","37.212","53,22%"
"SEN A.S. ASIGNADA","HOMES","26","53,06%"
"SEN A.S. ASIGNADA","MULLERES","23","46,94%"
