Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","29.135","45,82%"
"GALICIA","MULLERES","34.450","54,18%"

"A.S. A CORUÑA E CEE","HOMES","6.425","46,22%"
"A.S. A CORUÑA E CEE","MULLERES","7.476","53,78%"
"A.S. FERROL","HOMES","1.859","44,8%"
"A.S. FERROL","MULLERES","2.291","55,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.312","45,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.943","54,35%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.911","45,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.765","54,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.157","45,82%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.733","54,18%"
"A.S. SANTIAGO E BARBANZA","HOMES","4.669","46,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","5.287","53,1%"
"A.S. VIGO","HOMES","5.802","45,48%"
"A.S. VIGO","MULLERES","6.955","54,52%"
