Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.963","45,04%"
"GALICIA","MULLERES","202.525","54,96%"

"A.S. A CORUÑA E CEE","HOMES","36.634","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","45.254","55,26%"
"A.S. FERROL","HOMES","11.931","44,46%"
"A.S. FERROL","MULLERES","14.903","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.504","44,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.130","55,56%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.994","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.392","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.921","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.904","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.863","45,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.995","54,32%"
"A.S. VIGO","HOMES","37.996","45,88%"
"A.S. VIGO","MULLERES","44.814","54,12%"
"SEN A.S. ASIGNADA","HOMES","120","47,43%"
"SEN A.S. ASIGNADA","MULLERES","133","52,57%"
