Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.340","46,42%"
"GALICIA","MULLERES","56.951","53,58%"

"A.S. A CORUÑA E CEE","HOMES","11.792","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.450","53,28%"
"A.S. FERROL","HOMES","3.555","45,65%"
"A.S. FERROL","MULLERES","4.232","54,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.272","46,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.048","53,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.048","45,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.167","54,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.469","46,73%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.235","53,27%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.405","46,96%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.364","53,04%"
"A.S. VIGO","HOMES","9.799","46,1%"
"A.S. VIGO","MULLERES","11.455","53,9%"
