Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","65.521","47,28%"
"GALICIA","MULLERES","73.056","52,72%"

"A.S. A CORUÑA E CEE","HOMES","14.968","47,3%"
"A.S. A CORUÑA E CEE","MULLERES","16.678","52,7%"
"A.S. FERROL","HOMES","4.300","46,23%"
"A.S. FERROL","MULLERES","5.001","53,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.993","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.740","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.723","46,83%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.769","53,17%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.884","47,56%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.694","52,44%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.384","47,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","10.298","52,32%"
"A.S. VIGO","HOMES","14.269","47,33%"
"A.S. VIGO","MULLERES","15.876","52,67%"
