Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.729","44,97%"
"GALICIA","MULLERES","199.093","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.834","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","44.249","55,25%"
"A.S. FERROL","HOMES","11.564","44,29%"
"A.S. FERROL","MULLERES","14.547","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.052","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.702","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.659","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.078","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.637","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.600","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.390","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.485","54,37%"
"A.S. VIGO","HOMES","37.470","45,82%"
"A.S. VIGO","MULLERES","44.299","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","48,05%"
"SEN A.S. ASIGNADA","MULLERES","133","51,95%"
