Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.493","45,24%"
"GALICIA","MULLERES","209.998","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.533","44,9%"
"A.S. A CORUÑA E CEE","MULLERES","47.295","55,1%"
"A.S. FERROL","HOMES","12.517","44,64%"
"A.S. FERROL","MULLERES","15.524","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.713","44,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.208","55,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.926","44,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.136","55,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.503","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.431","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.968","45,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","27.062","54,09%"
"A.S. VIGO","HOMES","39.224","45,91%"
"A.S. VIGO","MULLERES","46.217","54,09%"
"SEN A.S. ASIGNADA","HOMES","109","46,58%"
"SEN A.S. ASIGNADA","MULLERES","125","53,42%"
