Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","44.039","46,24%"
"GALICIA","MULLERES","51.204","53,76%"

"A.S. A CORUÑA E CEE","HOMES","10.111","46,45%"
"A.S. A CORUÑA E CEE","MULLERES","11.657","53,55%"
"A.S. FERROL","HOMES","3.163","45,52%"
"A.S. FERROL","MULLERES","3.786","54,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.760","46,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.513","53,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.695","45,67%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.776","54,33%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.824","46,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.583","53,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.830","46,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.720","53,06%"
"A.S. VIGO","HOMES","8.656","45,98%"
"A.S. VIGO","MULLERES","10.169","54,02%"
