Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.836","45,09%"
"GALICIA","MULLERES","204.360","54,91%"

"A.S. A CORUÑA E CEE","HOMES","37.111","44,8%"
"A.S. A CORUÑA E CEE","MULLERES","45.733","55,2%"
"A.S. FERROL","HOMES","12.085","44,49%"
"A.S. FERROL","MULLERES","15.076","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.750","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.340","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.255","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.613","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.099","45,34%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.027","54,66%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.116","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.270","54,29%"
"A.S. VIGO","HOMES","38.303","45,89%"
"A.S. VIGO","MULLERES","45.170","54,11%"
"SEN A.S. ASIGNADA","HOMES","117","47,18%"
"SEN A.S. ASIGNADA","MULLERES","131","52,82%"
