Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","52.599","46,59%"
"GALICIA","MULLERES","60.302","53,41%"

"A.S. A CORUÑA E CEE","HOMES","12.467","46,82%"
"A.S. A CORUÑA E CEE","MULLERES","14.163","53,18%"
"A.S. FERROL","HOMES","3.667","45,76%"
"A.S. FERROL","MULLERES","4.346","54,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.527","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.324","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.339","46,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.418","53,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.957","46,98%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.724","53,02%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.850","47,16%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.795","52,84%"
"A.S. VIGO","HOMES","10.792","46,27%"
"A.S. VIGO","MULLERES","12.532","53,73%"
