Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","48.965","46,39%"
"GALICIA","MULLERES","56.584","53,61%"

"A.S. A CORUÑA E CEE","HOMES","11.704","46,67%"
"A.S. A CORUÑA E CEE","MULLERES","13.373","53,33%"
"A.S. FERROL","HOMES","3.547","45,66%"
"A.S. FERROL","MULLERES","4.222","54,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.247","46,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.024","53,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.014","45,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.127","54,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.415","46,69%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.183","53,31%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.355","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.297","53,01%"
"A.S. VIGO","HOMES","9.683","46,02%"
"A.S. VIGO","MULLERES","11.358","53,98%"
