Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","158.615","44,99%"
"GALICIA","MULLERES","193.908","55,01%"

"A.S. A CORUÑA E CEE","HOMES","34.661","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","42.740","55,22%"
"A.S. FERROL","HOMES","11.120","44,3%"
"A.S. FERROL","MULLERES","13.980","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.584","44,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.154","55,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.124","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.395","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.236","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.091","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.957","45,66%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.943","54,34%"
"A.S. VIGO","HOMES","36.830","45,85%"
"A.S. VIGO","MULLERES","43.493","54,15%"
"SEN A.S. ASIGNADA","HOMES","103","47,91%"
"SEN A.S. ASIGNADA","MULLERES","112","52,09%"
