Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","61.648","47,14%"
"GALICIA","MULLERES","69.142","52,86%"

"A.S. A CORUÑA E CEE","HOMES","14.172","47,24%"
"A.S. A CORUÑA E CEE","MULLERES","15.826","52,76%"
"A.S. FERROL","HOMES","4.067","45,95%"
"A.S. FERROL","MULLERES","4.783","54,05%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.498","47,22%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.263","52,78%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.411","46,75%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.442","53,25%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.375","47,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.165","52,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.938","47,57%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.852","52,43%"
"A.S. VIGO","HOMES","13.187","47,1%"
"A.S. VIGO","MULLERES","14.811","52,9%"
