Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","45.331","46,27%"
"GALICIA","MULLERES","52.632","53,73%"

"A.S. A CORUÑA E CEE","HOMES","10.558","46,58%"
"A.S. A CORUÑA E CEE","MULLERES","12.110","53,42%"
"A.S. FERROL","HOMES","3.283","45,56%"
"A.S. FERROL","MULLERES","3.923","54,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.907","46,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.685","53,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.791","45,68%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.887","54,32%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.960","46,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.766","53,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.955","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.844","53%"
"A.S. VIGO","HOMES","8.877","46,01%"
"A.S. VIGO","MULLERES","10.417","53,99%"
