Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.561","45,16%"
"GALICIA","MULLERES","207.129","54,84%"

"A.S. A CORUÑA E CEE","HOMES","37.764","44,81%"
"A.S. A CORUÑA E CEE","MULLERES","46.503","55,19%"
"A.S. FERROL","HOMES","12.332","44,57%"
"A.S. FERROL","MULLERES","15.338","55,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.200","44,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.769","55,32%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.533","44,27%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.846","55,73%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.329","45,4%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.247","54,6%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.481","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.624","54,22%"
"A.S. VIGO","HOMES","38.807","45,94%"
"A.S. VIGO","MULLERES","45.673","54,06%"
"SEN A.S. ASIGNADA","HOMES","115","47,13%"
"SEN A.S. ASIGNADA","MULLERES","129","52,87%"
