Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","152.902","45,23%"
"GALICIA","MULLERES","185.156","54,77%"

"A.S. A CORUÑA E CEE","HOMES","33.338","45,13%"
"A.S. A CORUÑA E CEE","MULLERES","40.526","54,87%"
"A.S. FERROL","HOMES","10.554","44,74%"
"A.S. FERROL","MULLERES","13.037","55,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.789","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.109","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.431","44,23%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.243","55,77%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.651","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.202","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.269","45,85%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.942","54,15%"
"A.S. VIGO","HOMES","35.799","46%"
"A.S. VIGO","MULLERES","42.024","54%"
"SEN A.S. ASIGNADA","HOMES","71","49,31%"
"SEN A.S. ASIGNADA","MULLERES","73","50,69%"
