Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","135.259","46,33%"
"GALICIA","MULLERES","156.702","53,67%"

"A.S. A CORUÑA E CEE","HOMES","29.362","46,4%"
"A.S. A CORUÑA E CEE","MULLERES","33.917","53,6%"
"A.S. FERROL","HOMES","8.755","46,26%"
"A.S. FERROL","MULLERES","10.171","53,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.648","45,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.390","54,28%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.003","45,49%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.179","54,51%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.906","46,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.352","53,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.020","46,52%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.714","53,48%"
"A.S. VIGO","HOMES","32.541","46,82%"
"A.S. VIGO","MULLERES","36.956","53,18%"
"SEN A.S. ASIGNADA","HOMES","24","51,06%"
"SEN A.S. ASIGNADA","MULLERES","23","48,94%"
