Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.084","45,2%"
"GALICIA","MULLERES","208.625","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.168","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.954","55,16%"
"A.S. FERROL","HOMES","12.437","44,63%"
"A.S. FERROL","MULLERES","15.431","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.476","44,8%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.000","55,2%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.743","44,38%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.998","55,62%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.392","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.305","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.758","45,87%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.856","54,13%"
"A.S. VIGO","HOMES","38.999","45,91%"
"A.S. VIGO","MULLERES","45.952","54,09%"
"SEN A.S. ASIGNADA","HOMES","111","46,25%"
"SEN A.S. ASIGNADA","MULLERES","129","53,75%"
