Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","20.755","45,71%"
"GALICIA","MULLERES","24.649","54,29%"

"A.S. A CORUÑA E CEE","HOMES","4.787","46,24%"
"A.S. A CORUÑA E CEE","MULLERES","5.565","53,76%"
"A.S. FERROL","HOMES","1.251","44,3%"
"A.S. FERROL","MULLERES","1.573","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.539","45,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.001","54,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.095","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.890","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.162","46,68%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.470","53,32%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.056","46,39%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.531","53,61%"
"A.S. VIGO","HOMES","3.865","45,56%"
"A.S. VIGO","MULLERES","4.619","54,44%"
