Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.924","44,97%"
"GALICIA","MULLERES","196.935","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.311","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.638","55,27%"
"A.S. FERROL","HOMES","11.356","44,27%"
"A.S. FERROL","MULLERES","14.297","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.860","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.484","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.457","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.806","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.467","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.396","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.199","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.280","54,39%"
"A.S. VIGO","HOMES","37.152","45,84%"
"A.S. VIGO","MULLERES","43.903","54,16%"
"SEN A.S. ASIGNADA","HOMES","122","48,22%"
"SEN A.S. ASIGNADA","MULLERES","131","51,78%"
