Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.646","45,11%"
"GALICIA","MULLERES","205.202","54,89%"

"A.S. A CORUÑA E CEE","HOMES","37.293","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.967","55,21%"
"A.S. FERROL","HOMES","12.170","44,52%"
"A.S. FERROL","MULLERES","15.168","55,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.861","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.468","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.332","44,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.673","55,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.172","45,36%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.097","54,64%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.259","45,76%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.388","54,24%"
"A.S. VIGO","HOMES","38.444","45,9%"
"A.S. VIGO","MULLERES","45.310","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
