Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.058","45,18%"
"GALICIA","MULLERES","207.575","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.900","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.631","55,16%"
"A.S. FERROL","HOMES","12.377","44,6%"
"A.S. FERROL","MULLERES","15.373","55,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.277","44,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.819","55,27%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.607","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.909","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.353","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.264","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.551","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.690","54,2%"
"A.S. VIGO","HOMES","38.878","45,93%"
"A.S. VIGO","MULLERES","45.761","54,07%"
"SEN A.S. ASIGNADA","HOMES","115","47,33%"
"SEN A.S. ASIGNADA","MULLERES","128","52,67%"
