Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","24.986","45,69%"
"GALICIA","MULLERES","29.705","54,31%"

"A.S. A CORUÑA E CEE","HOMES","5.527","46,22%"
"A.S. A CORUÑA E CEE","MULLERES","6.432","53,78%"
"A.S. FERROL","HOMES","1.611","44,54%"
"A.S. FERROL","MULLERES","2.006","55,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.942","45,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.470","54,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.406","44,34%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.275","55,66%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.732","45,58%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.262","54,42%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.793","46,74%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.322","53,26%"
"A.S. VIGO","HOMES","4.975","45,59%"
"A.S. VIGO","MULLERES","5.938","54,41%"
