Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.081","45,1%"
"GALICIA","MULLERES","204.626","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.156","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","45.823","55,22%"
"A.S. FERROL","HOMES","12.102","44,5%"
"A.S. FERROL","MULLERES","15.093","55,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.780","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.375","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.297","44,18%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.649","55,82%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.126","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.045","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.154","45,73%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.291","54,27%"
"A.S. VIGO","HOMES","38.350","45,89%"
"A.S. VIGO","MULLERES","45.219","54,11%"
"SEN A.S. ASIGNADA","HOMES","116","46,96%"
"SEN A.S. ASIGNADA","MULLERES","131","53,04%"
