Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.180","45,1%"
"GALICIA","MULLERES","204.737","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.177","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.870","55,23%"
"A.S. FERROL","HOMES","12.114","44,49%"
"A.S. FERROL","MULLERES","15.116","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.789","44,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.375","55,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.316","44,19%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.654","55,81%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.138","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.060","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.169","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.293","54,25%"
"A.S. VIGO","HOMES","38.361","45,89%"
"A.S. VIGO","MULLERES","45.238","54,11%"
"SEN A.S. ASIGNADA","HOMES","116","46,96%"
"SEN A.S. ASIGNADA","MULLERES","131","53,04%"
