Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.315","44,98%"
"GALICIA","MULLERES","199.777","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.963","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.441","55,27%"
"A.S. FERROL","HOMES","11.634","44,3%"
"A.S. FERROL","MULLERES","14.625","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.153","44,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.801","55,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.710","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.131","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.711","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.660","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.469","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.590","54,38%"
"A.S. VIGO","HOMES","37.552","45,83%"
"A.S. VIGO","MULLERES","44.394","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,67%"
"SEN A.S. ASIGNADA","MULLERES","135","52,33%"
