Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.426","45,05%"
"GALICIA","MULLERES","202.976","54,95%"

"A.S. A CORUÑA E CEE","HOMES","36.737","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.360","55,25%"
"A.S. FERROL","HOMES","11.975","44,47%"
"A.S. FERROL","MULLERES","14.952","55,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.584","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.182","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.073","44,08%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.468","55,92%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.950","45,25%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.926","54,75%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.928","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.065","54,31%"
"A.S. VIGO","HOMES","38.060","45,88%"
"A.S. VIGO","MULLERES","44.890","54,12%"
"SEN A.S. ASIGNADA","HOMES","119","47,22%"
"SEN A.S. ASIGNADA","MULLERES","133","52,78%"
