Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","54.485","46,73%"
"GALICIA","MULLERES","62.098","53,27%"

"A.S. A CORUÑA E CEE","HOMES","12.948","46,98%"
"A.S. A CORUÑA E CEE","MULLERES","14.615","53,02%"
"A.S. FERROL","HOMES","3.759","45,75%"
"A.S. FERROL","MULLERES","4.457","54,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.771","46,8%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.561","53,2%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.528","46,22%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.596","53,78%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.225","47,25%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.950","52,75%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.070","47,26%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.004","52,74%"
"A.S. VIGO","HOMES","11.184","46,41%"
"A.S. VIGO","MULLERES","12.915","53,59%"
