Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","65.112","47,26%"
"GALICIA","MULLERES","72.663","52,74%"

"A.S. A CORUÑA E CEE","HOMES","14.860","47,26%"
"A.S. A CORUÑA E CEE","MULLERES","16.585","52,74%"
"A.S. FERROL","HOMES","4.261","46,14%"
"A.S. FERROL","MULLERES","4.973","53,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.944","47,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.680","52,52%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.693","46,83%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.736","53,17%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.803","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.618","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.337","47,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","10.262","52,36%"
"A.S. VIGO","HOMES","14.214","47,34%"
"A.S. VIGO","MULLERES","15.809","52,66%"
