Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","55.987","46,88%"
"GALICIA","MULLERES","63.438","53,12%"

"A.S. A CORUÑA E CEE","HOMES","13.184","46,99%"
"A.S. A CORUÑA E CEE","MULLERES","14.871","53,01%"
"A.S. FERROL","HOMES","3.814","45,81%"
"A.S. FERROL","MULLERES","4.511","54,19%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.928","46,95%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.698","53,05%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.780","46,46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.812","53,54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.433","47,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.195","52,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.250","47,46%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.132","52,54%"
"A.S. VIGO","HOMES","11.598","46,73%"
"A.S. VIGO","MULLERES","13.219","53,27%"
