Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.370","44,97%"
"GALICIA","MULLERES","198.662","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.725","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.126","55,26%"
"A.S. FERROL","HOMES","11.519","44,32%"
"A.S. FERROL","MULLERES","14.470","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.020","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.654","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.623","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.047","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.591","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.558","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.359","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.449","54,37%"
"A.S. VIGO","HOMES","37.409","45,83%"
"A.S. VIGO","MULLERES","44.225","54,17%"
"SEN A.S. ASIGNADA","HOMES","124","48,25%"
"SEN A.S. ASIGNADA","MULLERES","133","51,75%"
