Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","169.468","45,13%"
"GALICIA","MULLERES","206.053","54,87%"

"A.S. A CORUÑA E CEE","HOMES","37.463","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","46.191","55,22%"
"A.S. FERROL","HOMES","12.233","44,55%"
"A.S. FERROL","MULLERES","15.227","55,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.041","44,62%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.630","55,38%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.423","44,23%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.752","55,77%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.241","45,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.155","54,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.353","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.479","54,22%"
"A.S. VIGO","HOMES","38.599","45,9%"
"A.S. VIGO","MULLERES","45.488","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
