Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.742","45,01%"
"GALICIA","MULLERES","201.281","54,99%"

"A.S. A CORUÑA E CEE","HOMES","36.312","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.863","55,27%"
"A.S. FERROL","HOMES","11.790","44,4%"
"A.S. FERROL","MULLERES","14.767","55,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.342","44,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.996","55,63%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.858","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.261","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.836","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.812","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.684","45,65%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.820","54,35%"
"A.S. VIGO","HOMES","37.799","45,86%"
"A.S. VIGO","MULLERES","44.628","54,14%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
