Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.724","44,98%"
"GALICIA","MULLERES","200.248","55,02%"

"A.S. A CORUÑA E CEE","HOMES","36.080","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.588","55,27%"
"A.S. FERROL","HOMES","11.685","44,33%"
"A.S. FERROL","MULLERES","14.675","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.201","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.843","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.744","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.170","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.751","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.707","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.525","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.663","54,38%"
"A.S. VIGO","HOMES","37.617","45,83%"
"A.S. VIGO","MULLERES","44.467","54,17%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
