Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","76.455","47,41%"
"GALICIA","MULLERES","84.799","52,59%"

"A.S. A CORUÑA E CEE","HOMES","17.962","47,44%"
"A.S. A CORUÑA E CEE","MULLERES","19.897","52,56%"
"A.S. FERROL","HOMES","5.035","46,78%"
"A.S. FERROL","MULLERES","5.729","53,22%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.503","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.416","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.689","46,99%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.801","53,01%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.762","47,48%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.693","52,52%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.717","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.651","52,09%"
"A.S. VIGO","HOMES","16.787","47,42%"
"A.S. VIGO","MULLERES","18.612","52,58%"
