Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","48.663","46,39%"
"GALICIA","MULLERES","56.238","53,61%"

"A.S. A CORUÑA E CEE","HOMES","11.633","46,67%"
"A.S. A CORUÑA E CEE","MULLERES","13.291","53,33%"
"A.S. FERROL","HOMES","3.541","45,68%"
"A.S. FERROL","MULLERES","4.211","54,32%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.220","46,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.003","53,49%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.991","45,75%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.105","54,25%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.368","46,67%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.134","53,33%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.302","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.234","53%"
"A.S. VIGO","HOMES","9.608","46,04%"
"A.S. VIGO","MULLERES","11.260","53,96%"
