Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","51.843","46,53%"
"GALICIA","MULLERES","59.571","53,47%"

"A.S. A CORUÑA E CEE","HOMES","12.324","46,75%"
"A.S. A CORUÑA E CEE","MULLERES","14.036","53,25%"
"A.S. FERROL","HOMES","3.646","45,74%"
"A.S. FERROL","MULLERES","4.325","54,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.456","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.243","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.280","46,03%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.363","53,97%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.873","46,9%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.650","53,1%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.725","47,1%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.676","52,9%"
"A.S. VIGO","HOMES","10.539","46,19%"
"A.S. VIGO","MULLERES","12.278","53,81%"
