Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","47.970","46,36%"
"GALICIA","MULLERES","55.506","53,64%"

"A.S. A CORUÑA E CEE","HOMES","11.426","46,63%"
"A.S. A CORUÑA E CEE","MULLERES","13.076","53,37%"
"A.S. FERROL","HOMES","3.499","45,57%"
"A.S. FERROL","MULLERES","4.179","54,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.161","46,42%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.956","53,58%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.955","45,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.057","54,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.282","46,53%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.071","53,47%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.218","47,01%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.135","52,99%"
"A.S. VIGO","HOMES","9.429","46,08%"
"A.S. VIGO","MULLERES","11.032","53,92%"
