Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.086","44,98%"
"GALICIA","MULLERES","199.521","55,02%"

"A.S. A CORUÑA E CEE","HOMES","35.922","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.371","55,26%"
"A.S. FERROL","HOMES","11.603","44,28%"
"A.S. FERROL","MULLERES","14.601","55,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.111","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.767","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.690","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.111","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.683","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.627","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.423","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.536","54,38%"
"A.S. VIGO","HOMES","37.531","45,82%"
"A.S. VIGO","MULLERES","44.375","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","48,05%"
"SEN A.S. ASIGNADA","MULLERES","133","51,95%"
