Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","74.595","47,44%"
"GALICIA","MULLERES","82.633","52,56%"

"A.S. A CORUÑA E CEE","HOMES","17.541","47,53%"
"A.S. A CORUÑA E CEE","MULLERES","19.362","52,47%"
"A.S. FERROL","HOMES","4.950","46,72%"
"A.S. FERROL","MULLERES","5.646","53,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.198","47,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.085","52,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.370","46,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.454","53,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.640","47,58%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.517","52,42%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.493","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.394","52,06%"
"A.S. VIGO","HOMES","16.403","47,44%"
"A.S. VIGO","MULLERES","18.175","52,56%"
