Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","123.251","46,77%"
"GALICIA","MULLERES","140.265","53,23%"

"A.S. A CORUÑA E CEE","HOMES","26.703","46,83%"
"A.S. A CORUÑA E CEE","MULLERES","30.319","53,17%"
"A.S. FERROL","HOMES","8.079","46,68%"
"A.S. FERROL","MULLERES","9.229","53,32%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","13.125","46,49%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","15.107","53,51%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","14.540","46,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","16.856","53,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","14.543","46,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","16.544","53,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","16.321","46,82%"
"A.S. SANTIAGO E BARBANZA","MULLERES","18.537","53,18%"
"A.S. VIGO","HOMES","29.940","47,07%"
"A.S. VIGO","MULLERES","33.673","52,93%"
