Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","53.213","46,62%"
"GALICIA","MULLERES","60.924","53,38%"

"A.S. A CORUÑA E CEE","HOMES","12.561","46,84%"
"A.S. A CORUÑA E CEE","MULLERES","14.253","53,16%"
"A.S. FERROL","HOMES","3.708","45,8%"
"A.S. FERROL","MULLERES","4.388","54,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.616","46,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.418","53,33%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.395","46,1%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.476","53,9%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.037","47,07%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.788","52,93%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.948","47,17%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.900","52,83%"
"A.S. VIGO","HOMES","10.948","46,29%"
"A.S. VIGO","MULLERES","12.701","53,71%"
