Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","35.045","46,12%"
"GALICIA","MULLERES","40.947","53,88%"

"A.S. A CORUÑA E CEE","HOMES","7.862","46,38%"
"A.S. A CORUÑA E CEE","MULLERES","9.090","53,62%"
"A.S. FERROL","HOMES","2.393","45,49%"
"A.S. FERROL","MULLERES","2.868","54,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.837","46,16%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.476","53,84%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","4.723","45,57%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","5.642","54,43%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.700","46,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.311","53,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","5.547","46,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.284","53,11%"
"A.S. VIGO","HOMES","6.983","45,76%"
"A.S. VIGO","MULLERES","8.276","54,24%"
