Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","51.061","46,49%"
"GALICIA","MULLERES","58.778","53,51%"

"A.S. A CORUÑA E CEE","HOMES","12.160","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.867","53,28%"
"A.S. FERROL","HOMES","3.619","45,72%"
"A.S. FERROL","MULLERES","4.296","54,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.408","46,64%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.188","53,36%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.222","46%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.305","54%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.752","46,85%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.525","53,15%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.601","47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.572","53%"
"A.S. VIGO","HOMES","10.299","46,13%"
"A.S. VIGO","MULLERES","12.025","53,87%"
