Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.714","44,97%"
"GALICIA","MULLERES","197.896","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.509","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.886","55,28%"
"A.S. FERROL","HOMES","11.455","44,3%"
"A.S. FERROL","MULLERES","14.403","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.955","44,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.583","55,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.574","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.972","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.549","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.498","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.285","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.371","54,38%"
"A.S. VIGO","HOMES","37.263","45,83%"
"A.S. VIGO","MULLERES","44.051","54,17%"
"SEN A.S. ASIGNADA","HOMES","124","48,44%"
"SEN A.S. ASIGNADA","MULLERES","132","51,56%"
