Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","144.150","45,71%"
"GALICIA","MULLERES","171.207","54,29%"

"A.S. A CORUÑA E CEE","HOMES","31.278","45,69%"
"A.S. A CORUÑA E CEE","MULLERES","37.182","54,31%"
"A.S. FERROL","HOMES","9.735","45,26%"
"A.S. FERROL","MULLERES","11.772","54,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.731","44,84%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","19.348","55,16%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","17.285","44,73%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","21.356","55,27%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.758","45,85%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","19.789","54,15%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.140","46,28%"
"A.S. SANTIAGO E BARBANZA","MULLERES","22.217","53,72%"
"A.S. VIGO","HOMES","34.176","46,38%"
"A.S. VIGO","MULLERES","39.503","53,62%"
"SEN A.S. ASIGNADA","HOMES","47","54,02%"
"SEN A.S. ASIGNADA","MULLERES","40","45,98%"
