Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.973","44,97%"
"GALICIA","MULLERES","199.398","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.898","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.344","55,26%"
"A.S. FERROL","HOMES","11.588","44,27%"
"A.S. FERROL","MULLERES","14.587","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.090","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.737","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.679","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.104","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.663","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.618","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.407","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.524","54,39%"
"A.S. VIGO","HOMES","37.525","45,83%"
"A.S. VIGO","MULLERES","44.350","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
