Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.450","45,19%"
"GALICIA","MULLERES","207.956","54,81%"

"A.S. A CORUÑA E CEE","HOMES","37.984","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.730","55,16%"
"A.S. FERROL","HOMES","12.409","44,61%"
"A.S. FERROL","MULLERES","15.406","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.333","44,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.869","55,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.655","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.958","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.380","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.270","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.637","45,83%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.756","54,17%"
"A.S. VIGO","HOMES","38.940","45,93%"
"A.S. VIGO","MULLERES","45.837","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
