Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.326","44,97%"
"GALICIA","MULLERES","197.399","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.417","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.769","55,27%"
"A.S. FERROL","HOMES","11.413","44,29%"
"A.S. FERROL","MULLERES","14.356","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.903","44,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.527","55,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.510","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.869","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.510","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.447","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.240","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.325","54,39%"
"A.S. VIGO","HOMES","37.210","45,83%"
"A.S. VIGO","MULLERES","43.974","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","48,24%"
"SEN A.S. ASIGNADA","MULLERES","132","51,76%"
