Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","72.577","47,45%"
"GALICIA","MULLERES","80.386","52,55%"

"A.S. A CORUÑA E CEE","HOMES","17.070","47,52%"
"A.S. A CORUÑA E CEE","MULLERES","18.848","52,48%"
"A.S. FERROL","HOMES","4.832","46,62%"
"A.S. FERROL","MULLERES","5.533","53,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","7.762","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.597","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.177","47,02%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.212","52,98%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.527","47,57%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.399","52,43%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.115","47,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.007","52,11%"
"A.S. VIGO","HOMES","16.094","47,5%"
"A.S. VIGO","MULLERES","17.790","52,5%"
