Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.617","45,22%"
"GALICIA","MULLERES","209.135","54,78%"

"A.S. A CORUÑA E CEE","HOMES","38.304","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","47.094","55,15%"
"A.S. FERROL","HOMES","12.472","44,64%"
"A.S. FERROL","MULLERES","15.470","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.570","44,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.057","55,14%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.811","44,41%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.054","55,59%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.426","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.345","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.848","45,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.932","54,1%"
"A.S. VIGO","HOMES","39.076","45,9%"
"A.S. VIGO","MULLERES","46.056","54,1%"
"SEN A.S. ASIGNADA","HOMES","110","46,41%"
"SEN A.S. ASIGNADA","MULLERES","127","53,59%"
