Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.549","45,19%"
"GALICIA","MULLERES","208.031","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.036","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.770","55,15%"
"A.S. FERROL","HOMES","12.414","44,61%"
"A.S. FERROL","MULLERES","15.414","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.348","44,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.866","55,23%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.672","44,32%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.966","55,68%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.369","45,43%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.270","54,57%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.649","45,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.764","54,16%"
"A.S. VIGO","HOMES","38.949","45,93%"
"A.S. VIGO","MULLERES","45.851","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
