Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","99.244","47,58%"
"GALICIA","MULLERES","109.348","52,42%"

"A.S. A CORUÑA E CEE","HOMES","21.505","47,6%"
"A.S. A CORUÑA E CEE","MULLERES","23.673","52,4%"
"A.S. FERROL","HOMES","6.318","47,56%"
"A.S. FERROL","MULLERES","6.967","52,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","10.319","47,61%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","11.353","52,39%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","11.897","47,35%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","13.227","52,65%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","11.966","47,62%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","13.160","52,38%"
"A.S. SANTIAGO E BARBANZA","HOMES","13.345","47,47%"
"A.S. SANTIAGO E BARBANZA","MULLERES","14.767","52,53%"
"A.S. VIGO","HOMES","23.894","47,7%"
"A.S. VIGO","MULLERES","26.201","52,3%"
