Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","151.510","45,28%"
"GALICIA","MULLERES","183.080","54,72%"

"A.S. A CORUÑA E CEE","HOMES","32.997","45,2%"
"A.S. A CORUÑA E CEE","MULLERES","40.006","54,8%"
"A.S. FERROL","HOMES","10.438","44,73%"
"A.S. FERROL","MULLERES","12.897","55,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.656","44,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","20.908","55,66%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.250","44,31%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","22.939","55,69%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.529","45,49%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.001","54,51%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.085","45,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.674","54,1%"
"A.S. VIGO","HOMES","35.485","46,04%"
"A.S. VIGO","MULLERES","41.587","53,96%"
"SEN A.S. ASIGNADA","HOMES","70","50,72%"
"SEN A.S. ASIGNADA","MULLERES","68","49,28%"
