Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","15.012","45,72%"
"GALICIA","MULLERES","17.820","54,28%"

"A.S. A CORUÑA E CEE","HOMES","3.630","46%"
"A.S. A CORUÑA E CEE","MULLERES","4.261","54%"
"A.S. FERROL","HOMES","809","44,8%"
"A.S. FERROL","MULLERES","997","55,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","1.760","44,82%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","2.167","55,18%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","2.640","43,98%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","3.363","56,02%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","1.443","47,45%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","1.598","52,55%"
"A.S. SANTIAGO E BARBANZA","HOMES","2.398","46,81%"
"A.S. SANTIAGO E BARBANZA","MULLERES","2.725","53,19%"
"A.S. VIGO","HOMES","2.332","46,26%"
"A.S. VIGO","MULLERES","2.709","53,74%"
