Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.102","44,99%"
"GALICIA","MULLERES","200.624","55,01%"

"A.S. A CORUÑA E CEE","HOMES","36.169","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.681","55,26%"
"A.S. FERROL","HOMES","11.718","44,33%"
"A.S. FERROL","MULLERES","14.715","55,67%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.242","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.891","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.801","44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.203","56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.790","45,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.753","54,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.581","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.715","54,37%"
"A.S. VIGO","HOMES","37.680","45,83%"
"A.S. VIGO","MULLERES","44.531","54,17%"
"SEN A.S. ASIGNADA","HOMES","121","47,27%"
"SEN A.S. ASIGNADA","MULLERES","135","52,73%"
