Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","170.848","45,17%"
"GALICIA","MULLERES","207.368","54,83%"

"A.S. A CORUÑA E CEE","HOMES","37.849","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.571","55,17%"
"A.S. FERROL","HOMES","12.356","44,59%"
"A.S. FERROL","MULLERES","15.355","55,41%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.249","44,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.796","55,28%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.560","44,28%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.868","55,72%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.350","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.255","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.521","45,79%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.666","54,21%"
"A.S. VIGO","HOMES","38.848","45,93%"
"A.S. VIGO","MULLERES","45.729","54,07%"
"SEN A.S. ASIGNADA","HOMES","115","47,33%"
"SEN A.S. ASIGNADA","MULLERES","128","52,67%"
