Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","143.104","45,8%"
"GALICIA","MULLERES","169.319","54,2%"

"A.S. A CORUÑA E CEE","HOMES","31.039","45,79%"
"A.S. A CORUÑA E CEE","MULLERES","36.740","54,21%"
"A.S. FERROL","HOMES","9.617","45,37%"
"A.S. FERROL","MULLERES","11.582","54,63%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.609","45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","19.076","55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","17.133","44,84%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","21.080","55,16%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.654","45,93%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","19.609","54,07%"
"A.S. SANTIAGO E BARBANZA","HOMES","19.004","46,34%"
"A.S. SANTIAGO E BARBANZA","MULLERES","22.009","53,66%"
"A.S. VIGO","HOMES","34.004","46,46%"
"A.S. VIGO","MULLERES","39.188","53,54%"
"SEN A.S. ASIGNADA","HOMES","44","55,7%"
"SEN A.S. ASIGNADA","MULLERES","35","44,3%"
