Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","28.231","45,86%"
"GALICIA","MULLERES","33.329","54,14%"

"A.S. A CORUÑA E CEE","HOMES","6.201","46,24%"
"A.S. A CORUÑA E CEE","MULLERES","7.210","53,76%"
"A.S. FERROL","HOMES","1.806","44,97%"
"A.S. FERROL","MULLERES","2.210","55,03%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.227","45,76%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.825","54,24%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.803","45,1%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.630","54,9%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.082","45,74%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.656","54,26%"
"A.S. SANTIAGO E BARBANZA","HOMES","4.490","46,96%"
"A.S. SANTIAGO E BARBANZA","MULLERES","5.071","53,04%"
"A.S. VIGO","HOMES","5.622","45,53%"
"A.S. VIGO","MULLERES","6.727","54,47%"
